,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,error,error_binary
428,Changing Landscapes_ The Construction of Meaning and Value in a New Market Category—Modern Indian Art,17.2,15.5,-66.43,13.49,19.6,15.6,6.75,0.0,0.0
429,Consequences of Differentiated Leadership in Groups,15.4,16.76,-90.02,9.66,16.8,12.571428571428571,6.31,0.0,0.0
430,"Discourse, Field-Configuring Events, and Change in Organizations and Institutional Fields_ Narratives of DDT and the Stockholm Convention",17.3,16.02,-66.43,13.48,20.3,28.0,6.7,0.0,0.0
431,Do Shareholders or Stakeholders Appropriate the Rents from Corporate Diversification_ The Influence of Ownership Structure,16.6,17.69,-77.16,11.01,18.9,18.0,6.42,0.0,0.0
432,Earnings Pressure and Competitive Behavior_ Evidence from the U.S. Electricity Industry,17.5,17.18,-80.91,12.42,20.0,17.75,6.48,0.0,0.0
433,Failing to Learn_ The Effects of Failure and Success on Organizational Learning in the Global Orbital Launch Vehicle Industry,16.4,17.29,-79.08,11.67,19.1,14.8,6.42,0.0,0.0
434,Formal Dining at Cambridge Colleges_ Linking Ritual Performance and Institutional Maintenance,16.1,14.39,-72.96,12.74,17.8,15.8,6.67,0.0,0.0
435,"From Ritual to Reality_ Demography, Ideology, and Decoupling in a Post-Communist Government Agency",16.9,15.21,-65.72,13.31,18.9,16.4,6.77,0.0,0.0
436,Gender and Persistence in Negotiation_ A Dyadic Perspective,15.6,15.44,-86.63,11.23,17.7,25.0,6.37,0.0,0.0
437,Geographic Distribution of R&D Activity_ How Does it Affect Innovation Quality_,17.0,16.54,-70.73,11.73,18.6,28.666666666666668,6.5,0.0,0.0
438,Good Citizens in Poor-Quality Relationships_ Idiosyncratic Deals as a Substitute for Relationship Quality,15.0,15.43,-73.81,9.98,16.1,12.0,6.36,0.0,0.0
439,Home Country Networks and Foreign Expansion_ Evidence from the Venture Capital Industry,15.9,14.63,-47.07,12.23,17.8,12.0,6.43,0.0,0.0
440,"How Does Trust Affect the Performance of Ongoing Teams_ The Mediating Role of Reflexivity, Monitoring, and Effort",15.1,14.68,-50.96,10.94,16.1,12.666666666666666,6.48,2.0,1.0
441,Innovative Behavior in the Workplace_ The Role of Performance and Image Outcome Expectations,17.3,16.88,-86.02,11.09,18.5,17.2,6.32,0.0,0.0
442,Institutional Logics as Identity Projects,19.0,16.49,-87.31,14.86,22.2,26.333333333333332,6.79,0.0,0.0
443,Job Engagement_ Antecedents and Effects on Job Performance,17.3,16.89,-87.54,11.92,19.0,21.0,6.49,0.0,0.0
444,Learning from What Others Have Learned from You_ The Effects of Knowledge Spillovers on Originating Firms,16.4,15.84,-63.79,12.43,18.6,18.5,6.52,0.0,0.0
445,"Legitimacy vacuum, structural imprinting, and the first mover disadvantage",17.6,15.9,-73.97,13.57,19.5,14.2,6.93,0.0,0.0
446,Leveraging the Ties of Others to Build a Reputation for Trustworthiness Among Peers,17.1,15.5,-64.5,12.22,18.8,23.333333333333332,6.26,0.0,0.0
447,"Linking Empowering Leadership and Employee Creativity_ The Influence of Psychological Empowerment, Intrinsic Motivation, and Creative Process Engagement",16.4,16.77,-75.02,10.15,17.3,23.25,6.22,0.0,0.0
448,Looking at Both Sides of the Social Exchange Coin_ A Social Cognitive Perspective on the Joint Effects of Relationship Quality and Differentiation on Creativity,17.4,16.66,-87.85,12.31,19.0,37.0,6.72,0.0,0.0
449,Marching to the Beat of Different Drummers_ The Influence of Institutional Owners on Competitive Actions,16.2,17.0,-76.34,10.61,17.9,13.666666666666666,6.3,0.0,0.0
450,Meaning Structures in a Contested Issue Field_ A Topographic Map of Shareholder Value in Austria,17.2,15.73,-81.93,13.53,19.3,15.0,7.09,0.0,0.0
451,"Organizations and Their Institutional Environments—Bringing Meaning, Values, and Culture Back In_ Introduction to the Special Research Forum",17.8,17.18,-97.83,14.23,19.9,16.2,7.69,0.0,0.0
452,Perceptions of Benevolence and the Design of Agency Contracts_ CEO-TMT Relationships in Family Firms,15.7,14.85,-60.03,10.99,16.6,19.25,6.44,0.0,0.0
453,Power Through Institutional Work_ Acquiring Academic Authority in the 1968 Third World Strike,14.1,15.48,-64.53,9.66,15.3,19.75,6.47,0.0,0.0
454,Precarious Values and Mundane Innovations_ Enrollment Management in American Liberal Arts Colleges,16.7,16.83,-70.42,12.06,18.7,22.25,6.73,0.0,0.0
455,Rewiring_ Cross-Business-Unit Collaborations in Multibusiness Organizations,16.3,16.53,-68.9,10.92,18.1,13.666666666666666,6.28,0.0,0.0
456,"Sex, Gender, and the Work-to-Family Interface_ Exploring Negative and Positive Interdependencies",15.8,15.03,-68.8,10.7,17.2,20.25,6.12,0.0,0.0
457,Task Contingencies in the Curvilinear Relationships Between Intergroup Networks and Initiative Performance,15.9,16.07,-68.19,10.64,17.2,14.666666666666666,6.27,0.0,0.0
458,"The Dangers of Decoupling_ The Relationship Between Compliance Programs, Legitimacy Perceptions, and Institutionalized Misconduct",17.9,16.25,-82.74,13.38,19.9,17.8,6.78,0.0,0.0
459,The Double-Edged Swords of Autonomy and External Knowledge_ Analyzing Team Effectiveness in a Multinational Organization,17.2,16.95,-72.76,12.73,20.0,20.25,6.67,0.0,0.0
460,The Effects of Conflict Asymmetry on Work Group and Individual Outcomes,14.7,15.26,-74.31,9.5,15.9,14.4,6.03,0.0,0.0
461,The Faithful Rise Up_ Split Identification and an Unlikely Change Effort,16.3,14.8,-74.58,13.31,19.0,17.5,6.73,0.0,0.0
462,The Follower's Dilemma_ Innovation and Imitation in the Professional Services Industry,18.5,17.41,-81.01,12.63,20.1,22.0,6.58,0.0,0.0
463,The Impact of Client Variability on Nurses' Occupational Strain and Injury_ Cross-Level Moderation by Safety Climate,16.1,16.71,-77.66,11.31,18.4,19.5,6.5,0.0,0.0
464,The Impact of TMT Board Member Control and Environment on Post-IPO Performance,16.1,16.59,-67.48,10.58,17.5,17.25,6.37,0.0,0.0
465,"The Job Search Grind_ Perceived Progress, Self-Reactions, and Self-Regulation of Search Effort",16.1,14.68,-63.69,12.16,17.9,14.4,6.38,0.0,0.0
466,"The Normalization of Deviant Organizational Practices_ Wage Arrears in Russia, 1991–98",16.6,15.38,-65.41,13.25,19.1,23.666666666666668,6.84,0.0,0.0
467,The Psychology of Rivalry_ A Relationally Dependent Analysis of Competition,16.7,16.25,-78.58,11.47,18.3,15.166666666666666,6.41,0.0,0.0
468,"We're Changing—Or Are We_ Untangling the Role of Progressive, Regressive, and Stability Narratives During Strategic Change Implementation",16.4,15.61,-63.18,12.08,18.3,21.0,6.46,0.0,0.0
469,What's in It for Them_ Advantages of Higher-Status Partners in Exchange Relationships,16.0,14.45,-47.48,12.52,17.8,16.0,6.5,1.0,1.0
470,When do Interlocks Matter_ Institutional Logics and the Diffusion of Multiple Corporate Governance Practices,17.5,16.37,-74.58,13.38,20.2,11.142857142857142,6.73,0.0,0.0
471,When Does Cross-Cultural Motivation Enhance Expatriate Effectiveness_ A Multilevel Investigation of the Moderating Roles of Subsidiary Support and Cultural Distance,18.6,18.22,-98.03,12.41,21.2,17.4,6.45,0.0,0.0
472,"Who's with Me_ False Consensus, Brokerage, and Ethical Decision Making in Organizations",16.3,15.26,-71.33,12.34,17.9,11.0,6.71,0.0,0.0
473,"Why “Good” Firms do Bad Things_ The Effects of High Aspirations, High Expectations, and Prominence on the Incidence of Corporate Illegality",16.9,16.13,-70.32,11.79,18.3,12.833333333333334,6.55,0.0,0.0
474,Will I Stay or Will I Go_ Explaining Repatriation by Self-Initiated Expatriates,15.1,13.99,-52.89,10.93,16.4,17.25,6.15,0.0,0.0
475,Win or Lose the Battle for Creativity_ The Power and Perils of Intergroup Competition,17.6,16.25,-81.01,12.48,19.4,11.571428571428571,6.51,1.0,1.0
476,A Matching Theory of Entrepreneurs' Tie Formation Intentions and Initiation of Economic Exchange,18.3,16.49,-96.17,15.14,22.4,25.666666666666668,6.9,0.0,0.0
477,"A Multilevel Field Investigation of Emotional Labor, Affect, Work Withdrawal, and Gender",16.1,16.08,-87.04,11.27,18.2,13.333333333333334,6.25,0.0,0.0
478,Acquiring and Developing Human Capital in Service Contexts_ The Interconnectedness of Human Capital Resources,15.7,15.55,-84.91,10.83,16.8,13.333333333333334,6.38,0.0,0.0
479,An Analysis of Extendibility and Early Termination Provisions_ The Importance of Framing Duration Safeguards,18.1,16.83,-91.71,13.48,20.6,13.666666666666666,6.69,0.0,0.0
480,"An Employment Systems Approach to Turnover_ Human Resources Practices, Quits, Dismissals, and Performance",16.1,16.19,-62.57,11.77,18.7,19.25,6.4,0.0,0.0
481,An Environmental Perspective on Diversification_ The Effects of Chemical Relatedness and Regulatory Sanctions,19.8,17.36,-87.1,14.72,22.8,29.666666666666668,6.7,0.0,0.0
482,Behind Acquisitions of Alliance Partners_ Exploratory Learning and Network Embeddedness,16.0,17.0,-77.66,11.87,18.5,16.4,6.89,0.0,0.0
483,Board Informal Hierarchy and Firm Financial Performance_ Exploring a Tacit Structure Guiding Boardroom Interactions,16.7,15.61,-61.86,11.74,17.7,21.5,6.49,0.0,0.0
484,Building Better Causal Theories_ A Fuzzy Set Approach to Typologies in Organization Research,16.6,16.25,-70.52,11.45,18.4,16.4,6.27,0.0,0.0
485,"Business Group Affiliation, Performance, Context, and Strategy_ A Meta-analysis",16.5,17.18,-70.52,12.15,19.3,16.0,6.77,0.0,0.0
486,CEO Outside Directorships and Firm Performance_ A Reconciliation of Agency and Embeddedness Views,15.0,16.88,-64.94,9.9,16.9,12.833333333333334,6.49,0.0,0.0
487,Cheating the Fates_ Organizational Foundings in the Wake of Demise,15.9,16.19,-69.3,11.32,17.8,11.666666666666666,6.51,0.0,0.0
488,Corporate Philanthropy and Corporate Financial Performance_ The Roles of Stakeholder Response and Political Access,17.0,17.17,-77.16,11.06,18.5,28.666666666666668,6.46,0.0,0.0
489,"Cross-Cutting Ties, Organizational Density, and New Firm Formation in the U.S. Biotech Industry, 1994–98",15.4,15.84,-84.4,10.89,16.8,19.75,6.62,0.0,0.0
490,Daily Customer Mistreatment and Employee Sabotage Against Customers_Examining Emotion and Resource Perspectives,16.7,17.23,-94.79,11.29,19.0,30.0,6.4,0.0,0.0
491,Damaged Goods_ Board Decisions to Dismiss Reputationally Compromised Directors,16.7,16.36,-69.41,11.63,18.0,11.0,6.66,0.0,0.0
492,"Darwinians, Communitarians, and Missionaries_ The Role of Founder Identity in Entrepreneurship",16.9,14.63,-77.32,14.18,20.0,25.0,6.74,0.0,0.0
493,Do CEOS Encounter Within-Tenure Settling Up_ A Multiperiod Perspective on Executive Pay and Dismissal,15.4,14.05,-53.1,11.45,16.4,10.142857142857142,6.44,0.0,0.0
494,Ecological Sensemaking,14.9,13.81,-61.56,11.47,16.1,15.8,6.52,0.0,0.0
495,Examining the Effects of Sleep Deprivation on Workplace Deviance_ A Self-Regulatory Perspective,15.6,15.61,-85.62,11.12,17.6,13.666666666666666,6.51,0.0,0.0
496,Expecting the Unexpected_ How SWAT Officers and Film Crews Handle Surprises,16.3,14.86,-66.12,13.26,18.9,11.285714285714286,6.7,0.0,0.0
497,Explaining Bias against Black Leaders_ Integrating Theory on Information Processing and Goal-Based Stereotyping,16.3,16.71,-78.37,11.7,18.4,22.0,6.58,0.0,0.0
498,Fairness Monitoring_ Linking Managerial Controls and Fairness Judgments in Organizations,18.7,18.0,-94.45,14.3,22.8,20.0,6.64,0.0,0.0
499,"Firm-Specific Assets, Multinationality, and Financial Performance_ A Meta-analytic Review and Theoretical Integration",18.0,18.92,-139.62,12.49,21.4,6.2727272727272725,6.66,0.0,0.0
500,How Does Bureaucracy Impact Individual Creativity_ A Cross-Level Investigation of Team Contextual Influences on Goal Orientation–Creativity Relationships,17.5,17.35,-87.44,12.15,19.3,18.0,6.71,0.0,0.0
501,Implicit Voice Theories_ Taken-for-Granted Rules of Self-Censorship at Work,17.8,15.44,-84.26,13.78,20.2,13.833333333333334,6.72,0.0,0.0
502,"Justice, Trust, and Trustworthiness_ A Longitudinal Analysis Integrating Three Theoretical Perspectives",15.9,15.9,-68.9,11.06,17.5,16.6,6.33,0.0,0.0
503,Letting Rivals Come Close or Warding Them Off_ The Effects of Substitution Threat on Imitation Deterrence,17.0,16.83,-70.83,12.14,18.8,12.5,6.67,0.0,0.0
504,Mass Media and Massive Failures_ Determining Organizational Efforts to Defend Field Legitimacy Following Crises,17.5,18.05,-79.9,12.48,20.2,16.0,6.81,0.0,0.0
505,Me or We_ The Effects of CEO Organizational Identification on Agency Costs,16.7,16.42,-78.37,11.16,18.2,15.4,6.26,0.0,0.0
506,"Moving Forward from Project Failure_ Negative Emotions, Affective Commitment, and Learning from the Experience",15.3,16.19,-67.48,10.46,17.2,13.0,6.3,0.0,0.0
507,"My Brother's Keeper_ CEO Identification with the Corporate Elite, Social Support among CEOS, and Leader Effectiveness",17.2,15.61,-73.67,12.34,19.3,14.8,6.19,0.0,0.0
508,On Becoming Extraordinary_ The Content and Structure of the Developmental Networks of Major League Baseball Hall of Famers,17.0,16.54,-91.0,12.91,20.4,25.0,6.59,0.0,0.0
509,Person-Organization Value Congruence_ How Transformational Leaders Influence Work Group Effectiveness,17.7,18.4,-95.5,11.78,20.1,14.0,6.46,0.0,0.0
510,"Predictors of Abusive Supervision_ Supervisor Perceptions of Deep-Level Dissimilarity, Relationship Conflict, and Subordinate Performance",16.7,17.98,-110.69,11.23,19.1,15.666666666666666,6.55,0.0,0.0
511,Reversing the Extraverted Leadership Advantage_ The Role of Employee Proactivity,16.1,16.88,-84.09,10.41,17.8,16.2,6.31,0.0,0.0
512,Routines as a Source of Change in Organizational Schemata_ The Role of Trial-and-Error Learning,15.8,15.5,-70.93,11.63,17.9,13.0,6.32,0.0,0.0
513,Seeing Through the Eyes of a Rival_ Competitor Acumen Based on Rival-Centric Perceptions,17.3,15.03,-75.19,13.47,19.5,24.0,6.64,0.0,0.0
514,Self-Regulation of Creativity at Work_ The Role of Feedback-Seeking Behavior in Creative Performance,15.9,16.42,-85.31,10.69,17.9,20.0,6.22,0.0,0.0
515,Temporal Diversity and Team Performance_ The Moderating Role of Team Temporal Leadership,16.3,16.19,-93.97,11.3,17.9,21.25,6.58,0.0,0.0
516,The Effect of Conformist and Attentive-To-Detail Members on Team Innovation_ Reconciling the Innovation Paradox,16.2,16.13,-76.75,10.88,17.7,28.0,6.37,1.0,1.0
517,The Effects of Top Management Team Integrative Complexity and Decentralized Decision Making on Corporate Social Performance,17.2,17.0,-79.69,11.96,19.4,14.0,6.5,0.0,0.0
518,"The Necessity of Others is The Mother of Invention_ Intrinsic and Prosocial Motivations, Perspective Taking, and Creativity",17.7,16.66,-122.3,12.13,19.3,13.666666666666666,6.49,0.0,0.0
519,The Power of Momentum_ A New Model of Dynamic Relationships between Job Satisfaction Change and Turnover Intentions,18.0,16.2,-93.03,13.44,20.8,18.5,6.39,0.0,0.0
520,Transfer Effects in Large Acquisitions_ How Size-Specific Experience Matters,16.5,17.64,-76.55,11.23,18.6,11.125,6.67,0.0,0.0
521,Trust and Collaboration in the Aftermath of Conflict_ The Effects of Contract Structure,16.1,16.24,-69.51,11.61,18.2,26.0,6.57,0.0,0.0
522,Trust in Typical and High-Reliability Contexts_ Building and Reacting to Trust among Firefighters,16.1,15.73,-78.37,11.66,17.7,13.0,6.57,0.0,0.0
523,Understanding Responses to Supply Chain Disruptions_ Insights from Information Processing and Resource Dependence Perspectives,16.0,15.95,-68.8,11.26,17.7,13.5,6.54,0.0,0.0
524,Unpacking Absorptive Capacity_ A Study of Knowledge Utilization from Alliance Portfolios,17.2,18.11,-78.68,12.52,19.8,23.5,7.03,0.0,0.0
525,"Waking Up on the Right or Wrong Side of the Bed_ Start-of-Workday Mood, Work Events, Employee Affect, and Performance",16.0,15.32,-69.41,10.76,17.4,14.6,6.19,0.0,0.0
526,When Do Relational Resources Matter_ Leveraging Portfolio Technological Resources for Breakthrough Innovation,16.7,17.23,-69.41,11.82,18.8,14.0,6.73,0.0,0.0
527,When the Social Structure Overshadows Competitive Incentives_ The Effects of Network Embeddedness on Joint Venture Dissolution,17.0,17.41,-81.62,12.77,20.5,28.0,6.64,0.0,0.0
528,Why a Central Network Position Isn't Enough_ The Role of Motivation and Ability for Knowledge Sharing in Employee Networks,16.2,16.77,-77.46,11.08,18.4,17.5,6.39,0.0,0.0
529,Why Organizational and Community Diversity Matter_ Representativeness and the Emergence of Incivility and Organizational Performance,16.3,17.58,-84.19,10.93,18.3,10.75,6.63,0.0,0.0
530,A Signaling Theory of Acquisition Premiums_ Evidence from IPO Targets,16.6,16.42,-61.86,11.63,18.5,16.8,6.52,0.0,0.0
531,A Social Context Model of Envy and Social Undermining,16.0,15.43,-77.66,11.2,17.4,12.833333333333334,6.37,0.0,0.0
532,After the Pink Slip_ Applying Dynamic Motivation Frameworks to the Job Search Experience,16.1,15.44,-78.58,11.27,17.6,19.5,6.22,0.0,0.0
533,An Expanded Model of Status Dynamics_ The Effects of Status Transfer and Interfirm Coordination,15.8,16.53,-59.93,11.13,17.8,12.166666666666666,6.54,0.0,0.0
534,Antecedents of Settlement on a New Institutional Practice_ Negotiation of the ISO 26000 Standard on Social Responsibility,17.2,17.29,-88.15,12.34,19.5,18.25,6.72,0.0,0.0
535,Arriving at the Starting Line_ The Impact of Community and Financial Logics on New Banking Ventures,17.1,15.79,-73.36,12.91,19.1,18.5,6.65,0.0,0.0
536,Building Inclusive Markets in Rural Bangladesh_ How Intermediaries Work Institutional Voids,16.5,16.42,-71.03,12.27,18.7,25.333333333333332,6.76,0.0,0.0
537,Catalyzing Strategies and Efficient Tie Formation_ How Entrepreneurial Firms Obtain Investment Ties,15.7,16.01,-60.54,11.0,17.5,13.5,6.3,0.0,0.0
538,Chameleonic or Consistent_ A Multilevel Investigation of Emotional Labor Variability and Self-Monitoring,16.7,16.13,-70.83,11.6,18.6,11.285714285714286,6.34,0.0,0.0
539,"Change Agents, Networks, and Institutions_ A Contingency Theory of Organizational Change",16.7,16.13,-73.67,13.27,19.6,24.333333333333332,6.85,0.0,0.0
540,Cleaning Up the Big Muddy_ A Meta-Analytic Review of the Determinants of Escalation of Commitment,16.9,15.9,-78.98,11.61,18.2,11.142857142857142,6.41,0.0,0.0
