,source,smog_index,coleman_liau_index,flesch_reading_ease,gunning_fog,automated_readability_index,linsear_write_formula,dale_chall_readability_score,lexicon_count,sentence_count
436,Gender and Persistence in Negotiation_ A Dyadic Perspective,16.5,15.73,29.69,12.34,18.1,25.0,6.56,8743,357
437,Geographic Distribution of R&D Activity_ How Does it Affect Innovation Quality_,16.9,15.61,21.94,11.81,17.6,28.666666666666668,6.45,7696,324
438,Good Citizens in Poor-Quality Relationships_ Idiosyncratic Deals as a Substitute for Relationship Quality,15.9,15.43,33.34,11.53,16.5,12.0,6.73,8047,385
439,Home Country Networks and Foreign Expansion_ Evidence from the Venture Capital Industry,16.2,13.76,35.2,13.31,17.7,14.4,6.63,11308,413
440,"How Does Trust Affect the Performance of Ongoing Teams_ The Mediating Role of Reflexivity, Monitoring, and Effort",17.1,14.74,26.44,14.06,18.8,12.666666666666666,6.99,7391,267
441,Innovative Behavior in the Workplace_ The Role of Performance and Image Outcome Expectations,18.9,17.64,12.56,12.61,19.7,17.2,6.63,8803,356
442,Institutional Logics as Identity Projects,20.8,15.97,14.77,18.08,25.2,26.333333333333332,7.22,16091,411
443,Job Engagement_ Antecedents and Effects on Job Performance,19.0,16.95,16.96,14.28,20.9,21.0,6.84,9489,331
444,Learning from What Others Have Learned from You_ The Effects of Knowledge Spillovers on Originating Firms,16.1,15.32,29.69,12.41,17.6,18.5,6.55,10590,432
445,"Legitimacy vacuum, structural imprinting, and the first mover disadvantage",18.4,15.73,15.44,15.18,20.6,14.2,7.19,11200,371
446,Leveraging the Ties of Others to Build a Reputation for Trustworthiness Among Peers,17.9,15.32,25.83,13.35,19.4,23.333333333333332,6.36,10396,368
447,"Linking Empowering Leadership and Employee Creativity_ The Influence of Psychological Empowerment, Intrinsic Motivation, and Creative Process Engagement",18.7,17.41,12.36,12.89,19.6,23.25,6.76,8401,338
448,Looking at Both Sides of the Social Exchange Coin_ A Social Cognitive Perspective on the Joint Effects of Relationship Quality and Differentiation on Creativity,18.6,16.71,10.03,14.11,20.3,37.0,7.06,8944,329
449,Marching to the Beat of Different Drummers_ The Influence of Institutional Owners on Competitive Actions,16.8,16.94,23.56,11.54,18.0,13.666666666666666,6.53,9647,435
450,Meaning Structures in a Contested Issue Field_ A Topographic Map of Shareholder Value in Austria,18.3,15.91,24.82,15.19,20.3,15.0,7.43,11254,384
451,"Organizations and Their Institutional Environments—Bringing Meaning, Values, and Culture Back In_ Introduction to the Special Research Forum",17.3,16.77,21.74,14.14,18.6,16.2,7.81,4032,168
452,Perceptions of Benevolence and the Design of Agency Contracts_ CEO-TMT Relationships in Family Firms,17.3,13.93,34.39,14.1,18.5,19.25,6.95,9876,350
453,Power Through Institutional Work_ Acquiring Academic Authority in the 1968 Third World Strike,15.0,15.66,34.26,11.23,15.9,19.75,6.88,9989,500
454,Precarious Values and Mundane Innovations_ Enrollment Management in American Liberal Arts Colleges,17.9,16.54,18.49,14.01,20.0,22.25,7.06,12056,443
455,Rewiring_ Cross-Business-Unit Collaborations in Multibusiness Organizations,16.5,16.01,23.66,11.19,17.5,13.666666666666666,6.32,12767,578
456,"Sex, Gender, and the Work-to-Family Interface_ Exploring Negative and Positive Interdependencies",18.7,15.79,15.34,14.56,20.9,16.2,6.7,10191,336
457,Task Contingencies in the Curvilinear Relationships Between Intergroup Networks and Initiative Performance,16.6,15.73,30.6,11.81,17.6,14.666666666666666,6.43,12574,532
458,"The Dangers of Decoupling_ The Relationship Between Compliance Programs, Legitimacy Perceptions, and Institutionalized Misconduct",19.0,16.26,23.5,15.1,21.2,17.8,7.09,11407,373
459,The Double-Edged Swords of Autonomy and External Knowledge_ Analyzing Team Effectiveness in a Multinational Organization,18.7,17.01,14.83,15.07,22.0,20.25,7.02,9188,298
460,The Effects of Conflict Asymmetry on Work Group and Individual Outcomes,17.3,15.09,26.14,13.51,19.2,14.4,6.54,8953,320
461,The Faithful Rise Up_ Split Identification and an Unlikely Change Effort,17.0,14.52,32.06,14.87,19.8,17.5,7.01,15061,493
462,The Follower's Dilemma_ Innovation and Imitation in the Professional Services Industry,19.1,16.89,10.43,13.31,20.1,22.0,6.68,9816,366
463,The Impact of Client Variability on Nurses' Occupational Strain and Injury_ Cross-Level Moderation by Safety Climate,16.8,16.71,21.23,12.52,18.9,19.5,6.69,8048,328
464,The Impact of TMT Board Member Control and Environment on Post-IPO Performance,17.2,16.42,21.94,12.45,18.3,17.25,6.78,10157,427
465,"The Job Search Grind_ Perceived Progress, Self-Reactions, and Self-Regulation of Search Effort",16.7,14.28,26.44,13.47,18.5,12.0,6.61,9673,349
466,"The Normalization of Deviant Organizational Practices_ Wage Arrears in Russia, 1991–98",16.9,15.15,25.42,14.21,19.3,23.666666666666668,6.98,10008,349
467,The Psychology of Rivalry_ A Relationally Dependent Analysis of Competition,17.4,15.9,28.98,12.6,18.6,15.166666666666666,6.58,11665,462
468,"We're Changing—Or Are We_ Untangling the Role of Progressive, Regressive, and Stability Narratives During Strategic Change Implementation",16.9,15.32,36.52,12.94,18.5,20.25,6.62,12905,495
469,What's in It for Them_ Advantages of Higher-Status Partners in Exchange Relationships,15.7,13.87,37.44,12.49,16.9,16.0,6.55,9057,359
470,When do Interlocks Matter_ Institutional Logics and the Diffusion of Multiple Corporate Governance Practices,17.5,15.96,26.34,13.73,19.8,11.142857142857142,6.79,10603,382
471,When Does Cross-Cultural Motivation Enhance Expatriate Effectiveness_ A Multilevel Investigation of the Moderating Roles of Subsidiary Support and Cultural Distance,20.5,19.39,6.88,14.61,23.8,17.4,6.79,9337,308
472,"Who's with Me_ False Consensus, Brokerage, and Ethical Decision Making in Organizations",16.9,15.09,28.77,13.15,18.0,11.0,6.89,7024,276
473,"Why “Good” Firms do Bad Things_ The Effects of High Aspirations, High Expectations, and Prominence on the Incidence of Corporate Illegality",19.7,15.91,21.47,15.96,21.8,12.833333333333334,7.13,9154,281
474,Will I Stay or Will I Go_ Explaining Repatriation by Self-Initiated Expatriates,16.0,14.05,38.25,11.86,16.8,17.25,6.29,9661,396
475,Win or Lose the Battle for Creativity_ The Power and Perils of Intergroup Competition,19.0,16.6,16.36,14.32,20.8,11.571428571428571,6.79,9512,325
476,A Matching Theory of Entrepreneurs' Tie Formation Intentions and Initiation of Economic Exchange,17.3,15.67,26.03,13.7,19.8,25.666666666666668,6.71,12198,434
477,"A Multilevel Field Investigation of Emotional Labor, Affect, Work Withdrawal, and Gender",17.6,16.02,17.78,13.47,20.0,13.333333333333334,6.54,9417,338
478,Acquiring and Developing Human Capital in Service Contexts_ The Interconnectedness of Human Capital Resources,16.6,16.08,31.21,12.0,17.6,13.333333333333334,6.62,8422,366
479,An Analysis of Extendibility and Early Termination Provisions_ The Importance of Framing Duration Safeguards,17.2,16.6,21.23,12.38,18.7,13.666666666666666,6.55,10700,437
480,"An Employment Systems Approach to Turnover_ Human Resources Practices, Quits, Dismissals, and Performance",16.5,16.31,29.08,12.64,18.8,19.25,6.6,9900,395
481,An Environmental Perspective on Diversification_ The Effects of Chemical Relatedness and Regulatory Sanctions,19.1,16.66,16.15,14.1,21.0,29.666666666666668,6.64,10288,349
482,Behind Acquisitions of Alliance Partners_ Exploratory Learning and Network Embeddedness,16.5,17.18,22.14,13.02,18.8,16.4,7.22,5682,241
483,Board Informal Hierarchy and Firm Financial Performance_ Exploring a Tacit Structure Guiding Boardroom Interactions,17.8,15.21,27.76,13.28,18.6,21.5,6.72,10877,412
484,Building Better Causal Theories_ A Fuzzy Set Approach to Typologies in Organization Research,18.3,16.2,25.42,13.94,20.2,16.4,6.69,12704,443
485,"Business Group Affiliation, Performance, Context, and Strategy_ A Meta-analysis",17.3,17.06,20.31,13.45,19.7,16.0,7.13,9171,361
486,CEO Outside Directorships and Firm Performance_ A Reconciliation of Agency and Embeddedness Views,16.0,16.53,24.98,11.71,17.2,12.833333333333334,6.96,8587,412
487,Cheating the Fates_ Organizational Foundings in the Wake of Demise,16.9,16.19,28.67,12.93,18.8,11.666666666666666,6.81,12557,493
488,Corporate Philanthropy and Corporate Financial Performance_ The Roles of Stakeholder Response and Political Access,18.2,17.29,21.02,12.69,19.4,28.666666666666668,6.77,9497,384
489,"Cross-Cutting Ties, Organizational Density, and New Firm Formation in the U.S. Biotech Industry, 1994–98",16.2,15.73,31.11,12.4,17.4,19.75,6.91,7666,332
490,Daily Customer Mistreatment and Employee Sabotage Against Customers_Examining Emotion and Resource Perspectives,17.9,17.53,19.81,13.03,20.3,30.0,6.71,9954,384
491,Damaged Goods_ Board Decisions to Dismiss Reputationally Compromised Directors,17.1,16.08,30.91,12.3,17.6,11.0,6.79,10122,435
492,"Darwinians, Communitarians, and Missionaries_ The Role of Founder Identity in Entrepreneurship",16.9,14.11,32.77,14.24,19.1,25.0,6.75,13845,465
493,Do CEOS Encounter Within-Tenure Settling Up_ A Multiperiod Perspective on Executive Pay and Dismissal,16.1,13.18,35.2,13.61,17.5,10.142857142857142,6.84,10041,367
494,Ecological Sensemaking,14.7,13.05,40.58,11.36,14.9,15.8,6.53,13037,591
495,Examining the Effects of Sleep Deprivation on Workplace Deviance_ A Self-Regulatory Perspective,16.4,15.32,29.69,12.89,17.8,13.666666666666666,6.92,9122,373
496,Expecting the Unexpected_ How SWAT Officers and Film Crews Handle Surprises,16.0,14.39,35.91,13.07,18.0,11.285714285714286,6.67,11688,438
497,Explaining Bias against Black Leaders_ Integrating Theory on Information Processing and Goal-Based Stereotyping,17.2,16.66,28.67,13.03,19.2,17.2,6.76,9421,370
498,Fairness Monitoring_ Linking Managerial Controls and Fairness Judgments in Organizations,18.5,18.45,9.32,13.71,21.9,20.0,6.67,9794,351
499,"Firm-Specific Assets, Multinationality, and Financial Performance_ A Meta-analytic Review and Theoretical Integration",19.0,18.69,9.42,14.03,22.1,6.2727272727272725,6.94,9397,338
500,How Does Bureaucracy Impact Individual Creativity_ A Cross-Level Investigation of Team Contextual Influences on Goal Orientation–Creativity Relationships,18.4,17.64,19.91,13.47,20.2,18.0,7.0,8386,325
501,Implicit Voice Theories_ Taken-for-Granted Rules of Self-Censorship at Work,18.8,15.62,22.48,15.24,21.2,13.833333333333334,6.98,14497,459
502,"Justice, Trust, and Trustworthiness_ A Longitudinal Analysis Integrating Three Theoretical Perspectives",16.9,16.31,29.59,12.53,18.6,16.6,6.63,9861,401
503,Letting Rivals Come Close or Warding Them Off_ The Effects of Substitution Threat on Imitation Deterrence,17.6,15.96,27.86,13.38,19.1,12.5,6.85,10583,402
504,Mass Media and Massive Failures_ Determining Organizational Efforts to Defend Field Legitimacy Following Crises,17.9,17.87,21.23,12.82,19.7,16.0,6.92,7605,310
505,Me or We_ The Effects of CEO Organizational Identification on Agency Costs,18.5,16.55,17.07,13.82,20.4,15.4,6.66,10880,380
506,"Moving Forward from Project Failure_ Negative Emotions, Affective Commitment, and Learning from the Experience",17.1,15.84,26.74,13.46,19.5,13.0,6.67,11667,426
507,"My Brother's Keeper_ CEO Identification with the Corporate Elite, Social Support among CEOS, and Leader Effectiveness",18.8,15.97,23.19,14.4,21.1,14.6,6.47,12125,392
508,On Becoming Extraordinary_ The Content and Structure of the Developmental Networks of Major League Baseball Hall of Famers,18.2,16.43,22.18,15.08,22.1,25.0,6.85,13409,421
509,Person-Organization Value Congruence_ How Transformational Leaders Influence Work Group Effectiveness,19.2,18.69,10.33,13.68,21.8,14.0,6.78,8319,309
510,"Predictors of Abusive Supervision_ Supervisor Perceptions of Deep-Level Dissimilarity, Relationship Conflict, and Subordinate Performance",18.9,18.86,10.43,13.9,21.7,15.666666666666666,7.02,7143,267
511,Reversing the Extraverted Leadership Advantage_ The Role of Employee Proactivity,18.2,17.47,20.21,13.0,20.0,16.2,6.75,10290,403
512,Routines as a Source of Change in Organizational Schemata_ The Role of Trial-and-Error Learning,15.9,14.92,29.38,12.18,17.6,13.0,6.41,14024,565
513,Seeing Through the Eyes of a Rival_ Competitor Acumen Based on Rival-Centric Perceptions,17.2,14.45,26.34,13.57,18.6,24.0,6.7,9765,351
514,Self-Regulation of Creativity at Work_ The Role of Feedback-Seeking Behavior in Creative Performance,17.5,16.77,19.1,13.26,19.9,20.0,6.69,10453,393
515,Temporal Diversity and Team Performance_ The Moderating Role of Team Temporal Leadership,18.5,17.35,19.91,13.68,20.0,21.25,7.13,8432,327
516,The Effect of Conformist and Attentive-To-Detail Members on Team Innovation_ Reconciling the Innovation Paradox,16.7,16.25,23.05,11.73,17.6,20.5,6.56,8919,393
517,The Effects of Top Management Team Integrative Complexity and Decentralized Decision Making on Corporate Social Performance,18.4,17.53,19.5,13.17,20.3,14.0,6.74,9456,361
518,"The Necessity of Others is The Mother of Invention_ Intrinsic and Prosocial Motivations, Perspective Taking, and Creativity",18.7,17.06,18.79,13.48,20.3,13.666666666666666,6.74,10969,408
519,The Power of Momentum_ A New Model of Dynamic Relationships between Job Satisfaction Change and Turnover Intentions,18.7,16.55,24.0,14.1,21.2,18.5,6.48,11573,385
520,Transfer Effects in Large Acquisitions_ How Size-Specific Experience Matters,17.6,17.76,13.28,12.85,19.4,11.125,7.02,7305,305
521,Trust and Collaboration in the Aftermath of Conflict_ The Effects of Contract Structure,17.1,16.02,27.96,13.42,19.2,26.0,6.93,7994,305
522,Trust in Typical and High-Reliability Contexts_ Building and Reacting to Trust among Firefighters,16.3,15.67,30.8,12.08,17.5,13.0,6.68,9536,407
523,Understanding Responses to Supply Chain Disruptions_ Insights from Information Processing and Resource Dependence Perspectives,16.6,15.73,30.09,12.58,17.8,13.5,6.78,10162,421
524,Unpacking Absorptive Capacity_ A Study of Knowledge Utilization from Alliance Portfolios,18.9,17.7,8.91,15.01,21.5,23.5,7.48,5286,187
525,"Waking Up on the Right or Wrong Side of the Bed_ Start-of-Workday Mood, Work Events, Employee Affect, and Performance",17.3,15.32,27.45,12.7,18.8,14.6,6.47,9601,360
526,When Do Relational Resources Matter_ Leveraging Portfolio Technological Resources for Breakthrough Innovation,17.0,16.83,22.45,12.47,18.3,14.0,6.87,6341,272
527,When the Social Structure Overshadows Competitive Incentives_ The Effects of Network Embeddedness on Joint Venture Dissolution,17.2,16.95,18.59,13.52,20.2,28.0,6.85,8270,305
528,Why a Central Network Position Isn't Enough_ The Role of Motivation and Ability for Knowledge Sharing in Employee Networks,17.0,16.71,21.02,12.48,19.0,17.5,6.67,9376,379
529,Why Organizational and Community Diversity Matter_ Representativeness and the Emergence of Incivility and Organizational Performance,18.3,18.28,12.16,13.33,20.4,10.75,7.03,6864,273
530,A Signaling Theory of Acquisition Premiums_ Evidence from IPO Targets,17.7,16.25,19.1,13.33,19.4,13.666666666666666,6.85,7687,289
531,A Social Context Model of Envy and Social Undermining,17.0,15.79,20.62,12.68,18.3,12.833333333333334,6.61,11525,460
532,After the Pink Slip_ Applying Dynamic Motivation Frameworks to the Job Search Experience,17.0,15.09,28.06,12.67,18.3,19.75,6.41,10920,418
533,An Expanded Model of Status Dynamics_ The Effects of Status Transfer and Interfirm Coordination,16.2,16.01,23.87,11.76,17.1,12.166666666666666,6.73,8866,405
534,Antecedents of Settlement on a New Institutional Practice_ Negotiation of the ISO 26000 Standard on Social Responsibility,18.5,17.0,17.17,14.4,20.9,18.25,7.04,10366,364
535,Arriving at the Starting Line_ The Impact of Community and Financial Logics on New Banking Ventures,18.0,15.44,23.7,14.71,20.4,18.5,6.84,12617,415
536,Building Inclusive Markets in Rural Bangladesh_ How Intermediaries Work Institutional Voids,17.2,15.84,28.27,13.46,18.8,25.333333333333332,7.0,13051,503
537,Catalyzing Strategies and Efficient Tie Formation_ How Entrepreneurial Firms Obtain Investment Ties,15.1,15.43,34.26,10.31,15.9,13.5,6.21,12710,634
538,Chameleonic or Consistent_ A Multilevel Investigation of Emotional Labor Variability and Self-Monitoring,18.6,16.26,15.44,14.5,21.2,11.285714285714286,6.76,9756,323
539,"Change Agents, Networks, and Institutions_ A Contingency Theory of Organizational Change",17.7,15.79,22.68,15.52,21.2,24.666666666666668,7.18,9323,297
